grid,laps,circuit_type,length,turns,direction,drs_zones,overtake_rating,pit_stops,laps_led,is_verstappen,driver_rank,constructor_rank,position
18,56,2,5.513,20,0,2,3,2,0,0,18,6,12
16,56,2,5.513,20,0,2,3,2,0,0,16,8,15
13,56,2,5.513,20,0,2,3,1,0,0,13,8,9
3,56,2,5.513,20,0,2,3,2,9,0,6,3,2
4,56,2,5.513,20,0,2,3,3,0,0,4,3,5
1,71,0,4.304,17,1,2,3,1,61,1,1,1,1
4,71,0,4.304,17,1,2,3,1,0,0,2,1,3
5,71,0,4.304,17,1,2,3,1,0,0,6,2,5
7,71,0,4.304,17,1,2,3,1,0,0,3,2,6
3,71,0,4.304,17,1,2,3,1,5,0,5,3,2
2,71,0,4.304,17,1,2,3,2,5,0,4,3,4
2,56,2,5.513,20,0,2,3,2,40,1,1,1,1
9,56,2,5.513,20,0,2,3,2,4,0,3,1,4
5,71,0,4.309,15,0,2,4,3,0,0,2,2,4
7,71,0,4.309,15,0,2,4,3,0,0,6,2,3
2,71,0,4.309,15,0,2,4,2,5,0,5,3,2
1,71,0,4.309,15,0,2,4,2,66,0,4,3,1
12,71,0,4.309,15,0,2,4,2,0,0,16,8,13
14,71,0,4.309,15,0,2,4,2,0,0,10,6,9
13,71,0,4.309,15,0,2,4,2,0,0,18,6,12
16,71,0,4.309,15,0,2,4,2,0,0,8,4,8
17,71,0,4.309,15,0,2,4,3,0,0,9,4,5
10,71,0,4.309,15,0,2,4,3,0,0,14,9,14
15,71,0,4.309,15,0,2,4,2,0,0,15,7,10
9,71,0,4.309,15,0,2,4,2,0,0,11,7,11
19,71,0,4.309,15,0,2,4,3,0,0,19,10,15
18,71,0,4.309,15,0,2,4,3,0,0,20,10,16
4,71,0,4.309,15,0,2,4,2,0,0,3,1,7
3,71,0,4.309,15,0,2,4,3,0,1,1,1,6
3,58,2,5.554,21,0,2,3,1,1,0,2,2,2
4,58,2,5.554,21,0,2,3,2,0,0,5,2,4
6,58,2,5.554,21,0,2,3,2,0,0,4,3,5
8,58,2,5.554,21,0,2,3,2,0,0,8,4,7
11,58,2,5.554,21,0,2,3,2,0,0,17,9,11
14,58,2,5.554,21,0,2,3,2,0,0,15,7,8
9,58,2,5.554,21,0,2,3,1,0,0,12,7,10
13,58,2,5.554,21,0,2,3,1,0,0,11,5,9
7,58,2,5.554,21,0,2,3,2,0,0,7,5,6
2,58,2,5.554,21,0,2,3,2,0,0,3,1,3
1,58,2,5.554,21,0,2,3,1,57,1,1,1,1
14,57,3,5.412,15,1,2,3,3,0,0,11,8,11
15,57,3,5.412,15,1,2,3,3,0,0,10,7,10
20,57,3,5.412,15,1,2,3,3,0,0,9,6,9
12,57,3,5.412,15,1,2,3,2,0,0,8,5,8
6,57,3,5.412,15,1,2,3,2,0,0,7,3,7
7,57,3,5.412,15,1,2,3,2,0,0,5,3,5
4,57,3,5.412,15,1,2,3,2,0,0,4,4,4
8,57,3,5.412,15,1,2,3,2,0,0,6,2,6
5,57,3,5.412,15,1,2,3,2,0,0,3,2,3
2,57,3,5.412,15,1,2,3,2,3,0,2,1,2
1,57,3,5.412,15,1,2,3,2,54,1,1,1,1
6,58,1,5.303,16,1,2,3,3,0,0,6,2,4
4,58,1,5.303,16,1,2,3,3,0,0,3,2,3
1,58,1,5.303,16,1,2,3,3,47,1,1,1,1
0,58,1,5.303,16,1,2,3,5,0,0,2,1,5
19,50,1,6.174,27,1,3,3,2,0,0,20,10,17
8,50,1,6.174,27,1,3,3,1,0,0,19,10,15
18,50,1,6.174,27,1,3,3,1,0,0,18,9,14
16,50,1,6.174,27,1,3,3,1,0,0,14,9,11
20,50,1,6.174,27,1,3,3,1,0,0,16,8,16
11,50,1,6.174,27,1,3,3,2,0,0,17,6,13
4,50,1,6.174,27,1,3,3,1,0,0,4,4,6
12,50,1,6.174,27,1,3,3,1,0,0,8,4,7
10,50,1,6.174,27,1,3,3,1,0,0,15,7,12
13,50,1,6.174,27,1,3,3,1,0,0,12,7,10
6,50,1,6.174,27,1,3,3,1,0,0,10,5,8
9,50,1,6.174,27,1,3,3,1,0,0,11,5,9
2,50,1,6.174,27,1,3,3,1,3,0,3,2,3
3,50,1,6.174,27,1,3,3,1,0,0,6,3,4
7,50,1,6.174,27,1,3,3,1,0,0,5,3,5
1,50,1,6.174,27,1,3,3,1,47,0,2,1,1
15,50,1,6.174,27,1,3,3,1,0,1,1,1,2
5,58,1,5.303,16,1,2,3,4,0,0,5,4,12
3,58,1,5.303,16,1,2,3,3,5,0,4,3,2
0,58,1,5.303,16,1,2,3,6,0,0,11,8,11
17,58,1,5.303,16,1,2,3,5,0,0,15,8,9
12,58,1,5.303,16,1,2,3,4,0,0,16,9,10
10,58,1,5.303,16,1,2,3,3,0,0,9,7,7
13,58,1,5.303,16,1,2,3,3,0,0,8,5,6
16,58,1,5.303,16,1,2,3,4,0,0,13,5,8
2,51,2,6.003,20,0,2,4,1,7,1,1,1,2
3,51,2,6.003,20,0,2,4,1,42,0,2,1,1
6,51,2,6.003,20,0,2,4,1,0,0,3,2,4
9,51,2,6.003,20,0,2,4,1,0,0,8,2,7
4,51,2,6.003,20,0,2,4,1,0,0,5,4,5
1,51,2,6.003,20,0,2,4,1,2,0,6,4,3
5,51,2,6.003,20,0,2,4,1,0,0,4,3,6
11,51,2,6.003,20,0,2,4,2,0,0,7,3,8
17,51,2,6.003,20,0,2,4,2,0,0,14,6,14
0,51,2,6.003,20,0,2,4,1,0,0,13,6,15
12,51,2,6.003,20,0,2,4,1,0,0,17,10,12
14,51,2,6.003,20,0,2,4,1,0,0,19,10,16
8,51,2,6.003,20,0,2,4,1,0,0,16,9,10
16,51,2,6.003,20,0,2,4,1,0,0,18,7,13
7,51,2,6.003,20,0,2,4,1,0,0,9,5,9
10,51,2,6.003,20,0,2,4,1,0,0,11,5,11
1,57,3,5.412,19,1,2,3,1,21,0,2,1,2
9,57,3,5.412,19,1,2,3,1,36,1,1,1,1
2,57,3,5.412,19,1,2,3,1,0,0,3,2,3
18,57,3,5.412,19,1,2,3,1,0,0,8,2,12
3,57,3,5.412,19,1,2,3,1,0,0,5,4,5
7,57,3,5.412,19,1,2,3,1,0,0,7,4,7
13,57,3,5.412,19,1,2,3,1,0,0,4,3,6
6,57,3,5.412,19,1,2,3,1,0,0,6,3,4
10,57,3,5.412,19,1,2,3,1,0,0,13,8,13
14,57,3,5.412,19,1,2,3,1,0,0,15,8,16
5,57,3,5.412,19,1,2,3,1,0,0,10,6,8
8,57,3,5.412,19,1,2,3,1,0,0,12,6,9
11,57,3,5.412,19,1,2,3,1,0,0,18,10,14
17,57,3,5.412,19,1,2,3,1,0,0,16,9,11
15,57,3,5.412,19,1,2,3,1,0,0,20,9,18
4,57,3,5.412,19,1,2,3,1,0,0,17,7,10
12,57,3,5.412,19,1,2,3,1,0,0,11,7,15
16,57,3,5.412,19,1,2,3,1,0,0,9,5,17
1,78,4,3.337,19,1,1,1,1,78,1,1,1,1
2,78,4,3.337,19,1,1,1,2,0,0,3,2,2
4,78,4,3.337,19,1,1,1,2,0,0,6,4,8
6,78,4,3.337,19,1,1,1,2,0,0,7,4,6
5,78,4,3.337,19,1,1,1,2,0,0,4,3,4
8,78,4,3.337,19,1,1,1,1,0,0,5,3,5
7,78,4,3.337,19,1,1,1,2,0,0,10,5,7
3,78,4,3.337,19,1,1,1,2,0,0,9,5,3
1,66,0,4.675,16,1,2,3,2,66,1,1,1,1
11,66,0,4.675,16,1,2,3,2,0,0,2,1,4
5,66,0,4.675,16,1,2,3,2,0,0,8,3,6
8,66,0,4.675,16,1,2,3,2,0,0,3,3,7
2,66,0,4.675,16,1,2,3,2,0,0,6,4,5
19,66,0,4.675,16,1,2,3,2,0,0,7,4,11
4,66,0,4.675,16,1,2,3,2,0,0,4,2,2
12,66,0,4.675,16,1,2,3,2,0,0,5,2,3
13,66,0,4.675,16,1,2,3,2,0,0,15,8,9
6,66,0,4.675,16,1,2,3,2,0,0,9,5,8
10,66,0,4.675,16,1,2,3,2,0,0,10,5,10
15,66,0,4.675,16,1,2,3,2,0,0,16,9,12
7,70,0,4.361,14,1,2,4,2,0,0,11,6,13
8,70,0,4.361,14,1,2,4,2,0,0,14,6,11
19,70,0,4.361,14,1,2,4,2,0,0,17,10,14
9,70,0,4.361,14,1,2,4,1,0,0,12,9,7
6,70,0,4.361,14,1,2,4,2,0,0,9,5,8
15,70,0,4.361,14,1,2,4,2,0,0,10,5,12
14,70,0,4.361,14,1,2,4,1,0,0,15,7,10
3,70,0,4.361,14,1,2,4,2,0,0,4,2,3
11,70,0,4.361,14,1,2,4,1,0,0,5,4,5
10,70,0,4.361,14,1,2,4,1,0,0,7,4,4
16,70,0,4.361,14,1,2,4,2,0,0,8,3,9
2,70,0,4.361,14,1,2,4,2,0,0,3,3,2
12,70,0,4.361,14,1,2,4,2,0,0,2,1,6
1,70,0,4.361,14,1,2,4,2,70,1,1,1,1
10,71,0,4.318,10,1,2,4,3,0,0,13,9,11
2,71,0,4.318,10,1,2,4,3,10,0,6,4,2
3,71,0,4.318,10,1,2,4,3,0,0,5,4,6
6,71,0,4.318,10,1,2,4,4,0,0,8,3,9
7,71,0,4.318,10,1,2,4,3,0,0,3,3,5
4,71,0,4.318,10,1,2,4,3,0,0,10,6,4
9,71,0,4.318,10,1,2,4,3,0,0,11,5,10
15,71,0,4.318,10,1,2,4,3,0,0,2,1,3
1,71,0,4.318,10,1,2,4,4,61,1,1,1,1
11,71,0,4.318,10,1,2,4,3,0,0,7,2,7
5,71,0,4.318,10,1,2,4,3,0,0,4,2,8
1,52,3,5.891,18,1,2,4,1,48,1,1,1,1
15,52,3,5.891,18,1,2,4,1,0,0,2,1,6
9,52,3,5.891,18,1,2,4,1,0,0,3,3,7
12,52,3,5.891,18,1,2,4,1,0,0,8,3,14
5,52,3,5.891,18,1,2,4,1,0,0,5,4,10
4,52,3,5.891,18,1,2,4,2,0,0,7,4,9
7,52,3,5.891,18,1,2,4,1,0,0,4,2,3
6,52,3,5.891,18,1,2,4,1,0,0,6,2,5
20,52,3,5.891,18,1,2,4,1,0,0,15,9,12
17,52,3,5.891,18,1,2,4,3,0,0,16,9,15
8,52,3,5.891,18,1,2,4,1,0,0,13,7,8
14,52,3,5.891,18,1,2,4,1,0,0,19,7,11
16,52,3,5.891,18,1,2,4,2,0,0,17,10,16
18,52,3,5.891,18,1,2,4,2,0,0,20,10,17
11,52,3,5.891,18,1,2,4,2,0,0,14,8,13
3,52,3,5.891,18,1,2,4,1,0,0,11,5,4
2,52,3,5.891,18,1,2,4,1,4,0,9,5,2
9,70,0,4.381,14,1,2,2,2,0,0,2,1,3
2,70,0,4.381,14,1,2,2,2,70,1,1,1,1
8,70,0,4.381,14,1,2,2,2,0,0,3,3,9
11,70,0,4.381,14,1,2,2,2,0,0,6,4,8
6,70,0,4.381,14,1,2,2,2,0,0,7,4,7
1,70,0,4.381,14,1,2,2,2,0,0,4,2,4
18,70,0,4.381,14,1,2,2,2,0,0,5,2,6
3,70,0,4.381,14,1,2,2,2,0,0,8,5,2
4,70,0,4.381,14,1,2,2,2,0,0,11,5,5
6,44,3,7.004,19,1,2,4,2,30,1,1,1,1
2,44,3,7.004,19,1,2,4,2,14,0,2,1,2
9,44,3,7.004,19,1,2,4,2,0,0,3,3,5
10,44,3,7.004,19,1,2,4,1,0,0,9,3,9
1,44,3,7.004,19,1,2,4,2,0,0,5,4,3
8,44,3,7.004,19,1,2,4,1,0,0,6,2,6
3,44,3,7.004,19,1,2,4,3,0,0,4,2,4
13,44,3,7.004,19,1,2,4,2,0,0,15,9,12
17,44,3,7.004,19,1,2,4,2,0,0,16,9,13
12,44,3,7.004,19,1,2,4,1,0,0,12,6,11
14,44,3,7.004,19,1,2,4,2,0,0,10,6,8
15,44,3,7.004,19,1,2,4,3,0,0,13,7,14
18,44,3,7.004,19,1,2,4,3,0,0,19,7,17
11,44,3,7.004,19,1,2,4,2,0,0,17,10,10
19,44,3,7.004,19,1,2,4,2,0,0,21,10,16
16,44,3,7.004,19,1,2,4,2,0,0,18,8,15
0,44,3,7.004,19,1,2,4,2,0,0,14,8,18
7,44,3,7.004,19,1,2,4,2,0,0,8,5,7
1,72,0,4.259,14,1,2,3,6,61,1,1,1,1
7,72,0,4.259,14,1,2,3,6,10,0,2,1,4
5,72,0,4.259,14,1,2,3,5,0,0,3,3,2
11,72,0,4.259,14,1,2,3,7,0,0,9,3,11
6,72,0,4.259,14,1,2,3,5,0,0,5,4,5
13,72,0,4.259,14,1,2,3,5,0,0,4,2,6
3,72,0,4.259,14,1,2,3,7,0,0,7,2,17
18,72,0,4.259,14,1,2,3,5,0,0,15,9,14
12,72,0,4.259,14,1,2,3,5,0,0,10,6,3
16,72,0,4.259,14,1,2,3,6,0,0,11,6,10
4,72,0,4.259,14,1,2,3,4,0,0,13,7,8
17,72,0,4.259,14,1,2,3,5,0,0,17,10,15
19,72,0,4.259,14,1,2,3,7,0,0,22,10,13
14,72,0,4.259,14,1,2,3,5,0,0,14,8,12
0,72,0,4.259,14,1,2,3,6,0,0,18,8,16
2,72,0,4.259,14,1,2,3,6,1,0,8,5,7
8,72,0,4.259,14,1,2,3,5,0,0,12,5,9
5,51,3,5.793,11,1,2,4,1,1,0,2,1,2
2,51,3,5.793,11,1,2,4,1,33,1,1,1,1
20,51,3,5.793,11,1,2,4,1,0,0,9,4,16
10,51,3,5.793,11,1,2,4,1,0,0,3,4,9
3,51,3,5.793,11,1,2,4,1,0,0,6,3,4
1,51,3,5.793,11,1,2,4,1,14,0,5,3,3
4,51,3,5.793,11,1,2,4,1,0,0,7,2,5
8,51,3,5.793,11,1,2,4,1,2,0,4,2,6
16,51,3,5.793,11,1,2,4,2,0,0,16,9,14
14,51,3,5.793,11,1,2,4,1,0,0,15,9,10
17,51,3,5.793,11,1,2,4,2,0,0,10,6,15
15,51,3,5.793,11,1,2,4,1,0,0,19,7,13
6,51,3,5.793,11,1,2,4,1,0,0,13,7,7
12,51,3,5.793,11,1,2,4,2,0,0,20,10,11
9,51,3,5.793,11,1,2,4,1,0,0,8,5,8
7,51,3,5.793,11,1,2,4,2,1,0,12,5,12
13,62,2,5.063,23,0,2,3,1,0,0,2,1,8
11,62,2,5.063,23,0,2,3,1,0,1,1,1,5
7,62,2,5.063,23,0,2,3,2,0,0,4,4,15
3,62,2,5.063,23,0,2,3,1,0,0,6,3,4
1,62,2,5.063,23,0,2,3,1,62,0,5,3,1
5,62,2,5.063,23,0,2,3,2,0,0,3,2,3
0,62,2,5.063,23,0,2,3,2,0,0,16,9,12
12,62,2,5.063,23,0,2,3,1,0,0,10,6,6
18,62,2,5.063,23,0,2,3,2,0,0,20,7,14
14,62,2,5.063,23,0,2,3,2,0,0,13,7,11
10,62,2,5.063,23,0,2,3,1,0,0,19,10,9
9,62,2,5.063,23,0,2,3,1,0,0,14,8,13
6,62,2,5.063,23,0,2,3,2,0,0,18,8,10
4,62,2,5.063,23,0,2,3,1,0,0,8,5,2
17,62,2,5.063,23,0,2,3,1,0,0,11,5,7
1,53,4,5.807,18,1,1,3,2,51,1,1,1,1
10,53,4,5.807,18,1,1,3,2,0,0,4,4,8
6,53,4,5.807,18,1,1,3,2,1,0,5,3,6
4,53,4,5.807,18,1,1,3,2,0,0,6,3,4
7,53,4,5.807,18,1,1,3,2,0,0,3,2,5
8,53,4,5.807,18,1,1,3,1,0,0,8,2,7
12,53,4,5.807,18,1,1,3,2,0,0,11,6,10
14,53,4,5.807,18,1,1,3,2,0,0,12,6,9
3,53,4,5.807,18,1,1,3,2,1,0,7,5,2
2,53,4,5.807,18,1,1,3,2,0,0,9,5,3
8,57,3,5.38,16,1,2,2,3,0,0,12,6,7
7,57,3,5.38,16,1,2,2,3,0,0,11,6,12
6,57,3,5.38,16,1,2,2,3,0,0,9,5,2
10,57,3,5.38,16,1,2,2,3,0,0,7,5,3
13,57,3,5.38,16,1,2,2,3,0,0,13,7,13
19,57,3,5.38,16,1,2,2,3,0,0,16,8,9
9,57,3,5.38,16,1,2,2,3,0,0,14,8,8
2,57,3,5.38,16,1,2,2,4,0,0,8,2,4
5,57,3,5.38,16,1,2,2,3,0,0,6,3,5
16,57,3,5.38,16,1,2,2,3,0,0,10,4,11
4,57,3,5.38,16,1,2,2,3,0,0,4,4,6
0,57,3,5.38,16,1,2,2,3,0,0,2,1,10
1,57,3,5.38,16,1,2,2,3,57,1,1,1,1
0,56,2,5.513,20,0,2,3,2,0,0,15,9,11
16,56,2,5.513,20,0,2,3,2,0,0,20,7,10
15,56,2,5.513,20,0,2,3,2,0,0,13,7,9
4,56,2,5.513,20,0,2,3,2,0,0,5,3,3
2,56,2,5.513,20,0,2,3,2,21,0,6,4,2
11,56,2,5.513,20,0,2,3,3,0,0,16,10,8
7,56,2,5.513,20,0,2,3,2,0,0,10,6,6
13,56,2,5.513,20,0,2,3,2,0,0,14,8,12
5,56,2,5.513,20,0,2,3,2,0,0,8,2,5
0,56,2,5.513,20,0,2,3,2,0,0,11,5,7
6,56,2,5.513,20,0,2,3,2,26,1,1,1,1
9,56,2,5.513,20,0,2,3,2,0,0,2,1,4
3,71,0,4.304,17,1,2,3,3,59,1,1,1,1
2,71,0,4.304,17,1,2,3,2,0,0,4,3,4
1,71,0,4.304,17,1,2,3,2,12,0,7,3,3
8,71,0,4.304,17,1,2,3,2,0,0,8,2,6
6,71,0,4.304,17,1,2,3,2,0,0,3,2,2
9,71,0,4.304,17,1,2,3,2,0,0,14,9,15
10,71,0,4.304,17,1,2,3,2,0,0,18,9,14
11,71,0,4.304,17,1,2,3,2,0,0,10,6,11
15,71,0,4.304,17,1,2,3,1,0,0,12,6,10
14,71,0,4.304,17,1,2,3,2,0,0,13,7,9
18,71,0,4.304,17,1,2,3,2,0,0,16,8,12
4,71,0,4.304,17,1,2,3,2,0,0,17,8,7
12,71,0,4.304,17,1,2,3,2,0,0,15,10,13
17,71,0,4.304,17,1,2,3,3,0,0,6,4,5
7,71,0,4.304,17,1,2,3,2,0,0,9,4,8
1,71,0,4.309,15,0,2,4,4,68,1,1,1,1
9,71,0,4.309,15,0,2,4,4,0,0,2,1,4
4,71,0,4.309,15,0,2,4,4,0,0,4,5,3
3,71,0,4.309,15,0,2,4,4,0,0,10,5,5
7,71,0,4.309,15,0,2,4,4,0,0,6,3,6
5,71,0,4.309,15,0,2,4,4,0,0,3,2,8
15,71,0,4.309,15,0,2,4,4,0,0,11,6,7
16,71,0,4.309,15,0,2,4,4,0,0,14,8,9
6,71,0,4.309,15,0,2,4,4,3,0,5,4,2
11,50,1,6.12,17,1,2,3,2,8,0,2,1,3
2,50,1,6.12,17,1,2,3,2,29,1,1,1,1
19,50,1,6.12,17,1,2,3,2,0,0,10,5,5
9,50,1,6.12,17,1,2,3,2,0,0,5,5,9
1,50,1,6.12,17,1,2,3,1,13,0,7,3,2
12,50,1,6.12,17,1,2,3,2,0,0,4,3,6
3,50,1,6.12,17,1,2,3,2,0,0,8,2,8
10,50,1,6.12,17,1,2,3,2,0,0,3,2,7
17,50,1,6.12,17,1,2,3,1,0,0,18,9,15
7,50,1,6.12,17,1,2,3,2,0,0,15,9,17
16,50,1,6.12,17,1,2,3,1,0,0,12,6,4
4,50,1,6.12,17,1,2,3,1,0,0,11,6,11
6,50,1,6.12,17,1,2,3,1,0,0,21,7,16
5,50,1,6.12,17,1,2,3,1,0,0,13,7,12
14,50,1,6.12,17,1,2,3,1,0,0,17,8,14
8,50,1,6.12,17,1,2,3,2,0,0,19,10,13
18,50,1,6.12,17,1,2,3,2,0,0,9,4,10
1,58,2,5.554,21,0,2,3,2,52,1,1,1,1
9,58,2,5.554,21,0,2,3,2,0,0,2,1,4
7,58,2,5.554,21,0,2,3,2,0,0,4,5,7
13,58,2,5.554,21,0,2,3,2,0,0,10,5,10
2,58,2,5.554,21,0,2,3,2,1,0,5,3,2
11,58,2,5.554,21,0,2,3,2,0,0,3,2,9
4,58,2,5.554,21,0,2,3,2,0,0,8,2,3
19,58,2,5.554,21,0,2,3,2,0,0,18,9,17
10,58,2,5.554,21,0,2,3,2,0,0,11,6,13
12,58,2,5.554,21,0,2,3,1,0,0,12,6,12
14,58,2,5.554,21,0,2,3,2,0,0,13,7,14
20,58,2,5.554,21,0,2,3,2,0,0,21,7,16
6,58,2,5.554,21,0,2,3,1,5,0,14,8,8
15,58,2,5.554,21,0,2,3,2,0,0,17,8,11
8,58,2,5.554,21,0,2,3,2,0,0,16,10,15
5,58,2,5.554,21,0,2,3,2,0,0,6,4,5
3,58,2,5.554,21,0,2,3,2,0,0,9,4,6
5,57,3,5.412,15,1,2,3,2,0,0,2,1,2
1,57,3,5.412,15,1,2,3,2,57,1,1,1,1
2,57,3,5.412,15,1,2,3,2,0,0,4,2,4
4,57,3,5.412,15,1,2,3,2,0,0,3,2,3
3,57,3,5.412,15,1,2,3,2,0,0,5,3,5
9,57,3,5.412,15,1,2,3,2,0,0,7,3,7
8,57,3,5.412,15,1,2,3,2,0,0,8,4,8
7,57,3,5.412,15,1,2,3,2,0,0,6,4,6
12,57,3,5.412,15,1,2,3,2,0,0,10,5,10
6,57,3,5.412,15,1,2,3,2,0,0,9,5,9
1,50,1,6.174,27,1,3,3,1,45,1,1,1,1
3,50,1,6.174,27,1,3,3,1,0,0,2,1,2
2,50,1,6.174,27,1,3,3,1,0,0,3,2,3
11,50,1,6.174,27,1,3,3,1,0,0,10,2,7
7,50,1,6.174,27,1,3,3,1,0,0,4,4,6
8,50,1,6.174,27,1,3,3,1,0,0,9,4,9
6,50,1,6.174,27,1,3,3,1,5,0,8,3,8
5,50,1,6.174,27,1,3,3,1,0,0,5,3,4
4,50,1,6.174,27,1,3,3,1,0,0,7,5,5
13,50,1,6.174,27,1,3,3,1,0,0,15,6,12
15,50,1,6.174,27,1,3,3,1,0,0,11,6,10
12,50,1,6.174,27,1,3,3,1,0,0,13,7,11
8,58,1,5.303,16,1,2,3,2,0,0,11,6,7
10,58,1,5.303,16,1,2,3,2,0,0,8,5,8
9,58,1,5.303,16,1,2,3,2,0,0,9,5,6
5,58,1,5.303,16,1,2,3,2,0,0,5,3,4
3,58,1,5.303,16,1,2,3,2,0,0,6,3,3
16,58,1,5.303,16,1,2,3,2,0,0,13,7,9
4,58,1,5.303,16,1,2,3,2,0,0,2,2,2
2,58,1,5.303,16,1,2,3,2,57,0,4,2,1
6,58,1,5.303,16,1,2,3,2,0,0,3,1,5
1,53,4,5.807,18,1,1,3,3,48,1,1,1,1
2,53,4,5.807,18,1,1,3,3,0,0,2,1,2
4,53,4,5.807,18,1,1,3,3,1,0,4,2,3
8,53,4,5.807,18,1,1,3,2,4,0,3,2,4
9,53,4,5.807,18,1,1,3,3,0,0,7,4,7
7,53,4,5.807,18,1,1,3,3,0,0,9,4,9
3,53,4,5.807,18,1,1,3,3,0,0,5,3,5
6,53,4,5.807,18,1,1,3,3,0,0,6,3,8
5,53,4,5.807,18,1,1,3,3,0,0,8,5,6
3,57,3,5.412,19,1,2,3,1,0,0,5,2,5
2,57,3,5.412,19,1,2,3,1,0,0,3,2,3
1,57,3,5.412,19,1,2,3,1,0,1,1,1,2
4,57,3,5.412,19,1,2,3,2,0,0,2,1,4
13,56,3,5.451,16,1,2,3,2,0,0,16,9,11
15,56,3,5.451,16,1,2,3,3,0,0,19,9,13
17,56,3,5.451,16,1,2,3,2,0,0,14,7,16
9,56,3,5.451,16,1,2,3,2,0,0,13,7,10
16,56,3,5.451,16,1,2,3,3,0,0,17,10,14
3,56,3,5.451,16,1,2,3,3,0,0,8,5,7
11,56,3,5.451,16,1,2,3,4,0,0,10,5,15
6,56,3,5.451,16,1,2,3,1,0,0,3,2,4
7,56,3,5.451,16,1,2,3,1,0,0,4,2,5
20,56,3,5.451,16,1,2,3,2,0,0,21,8,17
14,56,3,5.451,16,1,2,3,2,0,0,15,8,12
4,56,3,5.451,16,1,2,3,1,0,0,5,3,2
5,56,3,5.451,16,1,2,3,2,0,0,6,3,8
8,56,3,5.451,16,1,2,3,2,0,0,7,4,6
18,56,3,5.451,16,1,2,3,2,0,0,9,4,9
2,56,3,5.451,16,1,2,3,2,0,0,2,1,3
1,56,3,5.451,16,1,2,3,2,0,1,1,1,1
8,57,3,5.412,19,1,2,3,1,0,0,9,4,6
7,57,3,5.412,19,1,2,3,1,0,0,7,4,8
5,57,3,5.412,19,1,2,3,1,0,0,4,3,1
6,57,3,5.412,19,1,2,3,2,0,0,6,3,13
15,57,3,5.412,19,1,2,3,1,0,0,8,5,9
11,57,3,5.412,19,1,2,3,2,0,0,11,5,17
19,57,3,5.412,19,1,2,3,1,0,0,18,10,14
16,57,3,5.412,19,1,2,3,2,0,0,20,10,16
18,57,3,5.412,19,1,2,3,3,0,0,16,7,19
9,57,3,5.412,19,1,2,3,2,0,0,13,7,11
20,57,3,5.412,19,1,2,3,1,0,0,14,6,15
10,57,3,5.412,19,1,2,3,1,0,0,10,6,7
14,57,3,5.412,19,1,2,3,2,0,0,17,9,18
13,57,3,5.412,19,1,2,3,1,0,0,15,8,10
12,57,3,5.412,19,1,2,3,1,0,0,19,8,12
1,63,2,4.909,19,0,2,3,1,0,1,1,1,1
11,63,2,4.909,19,0,2,3,1,0,0,3,1,8
4,63,2,4.909,19,0,2,3,1,0,0,5,2,5
3,63,2,4.909,19,0,2,3,1,0,0,2,2,3
6,63,2,4.909,19,0,2,3,2,0,0,7,4,7
8,63,2,4.909,19,0,2,3,1,0,0,8,4,6
2,63,2,4.909,19,0,2,3,1,0,0,4,3,2
5,63,2,4.909,19,0,2,3,1,0,0,6,3,4
13,63,2,4.909,19,0,2,3,1,0,0,11,5,9
